,T1,T2,Season,T1Seed,T2Seed
930,1254,1125,2011,15,13
931,1254,1459,2011,15,14
932,1254,1364,2011,15,15
933,1254,1114,2011,15,16
934,1254,1421,2011,15,16
935,1254,1242,2011,15,1
936,1254,1323,2011,15,2
937,1254,1345,2011,15,3
938,1254,1257,2011,15,4
939,1254,1435,2011,15,5
940,1254,1207,2011,15,6
941,1254,1401,2011,15,7
942,1254,1424,2011,15,8
943,1254,1228,2011,15,9
944,1254,1199,2011,15,10
945,1254,1425,2011,15,11
946,1254,1433,2011,15,11
947,1254,1350,2011,15,12
948,1254,1287,2011,15,13
949,1254,1389,2011,15,14
950,1254,1103,2011,15,15
951,1254,1131,2011,15,16
952,1106,1427,2011,16,16
953,1106,1181,2011,16,1
954,1106,1361,2011,16,2
955,1106,1163,2011,16,3
956,1106,1400,2011,16,4
957,1106,1112,2011,16,5
958,1106,1153,2011,16,6
959,1106,1396,2011,16,7
960,1106,1276,2011,16,8
961,1106,1397,2011,16,9
962,1106,1336,2011,16,10
963,1106,1281,2011,16,11
964,1106,1272,2011,16,12
965,1106,1324,2011,16,13
966,1106,1137,2011,16,14
967,1106,1294,2011,16,15
968,1106,1214,2011,16,16
969,1106,1338,2011,16,1
970,1106,1196,2011,16,2
971,1106,1140,2011,16,3
972,1106,1458,2011,16,4
973,1106,1243,2011,16,5
974,1106,1385,2011,16,6
975,1106,1417,2011,16,7
976,1106,1139,2011,16,8
977,1106,1330,2011,16,9
978,1106,1277,2011,16,10
979,1106,1211,2011,16,11
980,1106,1429,2011,16,12
981,1106,1125,2011,16,13
982,1106,1459,2011,16,14
983,1106,1364,2011,16,15
984,1106,1114,2011,16,16
985,1106,1421,2011,16,16
986,1106,1242,2011,16,1
987,1106,1323,2011,16,2
988,1106,1345,2011,16,3
989,1106,1257,2011,16,4
990,1106,1435,2011,16,5
991,1106,1207,2011,16,6
992,1106,1401,2011,16,7
993,1106,1424,2011,16,8
994,1106,1228,2011,16,9
995,1106,1199,2011,16,10
996,1106,1425,2011,16,11
997,1106,1433,2011,16,11
998,1106,1350,2011,16,12
999,1106,1287,2011,16,13
1000,1106,1389,2011,16,14
1001,1106,1103,2011,16,15
1002,1106,1131,2011,16,16
1003,1427,1181,2011,16,1
1004,1427,1361,2011,16,2
1005,1427,1163,2011,16,3
1006,1427,1400,2011,16,4
1007,1427,1112,2011,16,5
1008,1427,1153,2011,16,6
1009,1427,1396,2011,16,7
1010,1427,1276,2011,16,8
1011,1427,1397,2011,16,9
1012,1427,1336,2011,16,10
1013,1427,1281,2011,16,11
1014,1427,1272,2011,16,12
1015,1427,1324,2011,16,13
1016,1427,1137,2011,16,14
1017,1427,1294,2011,16,15
1018,1427,1214,2011,16,16
1019,1427,1338,2011,16,1
1020,1427,1196,2011,16,2
1021,1427,1140,2011,16,3
1022,1427,1458,2011,16,4
1023,1427,1243,2011,16,5
1024,1427,1385,2011,16,6
1025,1427,1417,2011,16,7
1026,1427,1139,2011,16,8
1027,1427,1330,2011,16,9
1028,1427,1277,2011,16,10
1029,1427,1211,2011,16,11
1030,1427,1429,2011,16,12
1031,1427,1125,2011,16,13
1032,1427,1459,2011,16,14
1033,1427,1364,2011,16,15
1034,1427,1114,2011,16,16
1035,1427,1421,2011,16,16
1036,1427,1242,2011,16,1
1037,1427,1323,2011,16,2
1038,1427,1345,2011,16,3
1039,1427,1257,2011,16,4
1040,1427,1435,2011,16,5
1041,1427,1207,2011,16,6
1042,1427,1401,2011,16,7
1043,1427,1424,2011,16,8
1044,1427,1228,2011,16,9
1045,1427,1199,2011,16,10
1046,1427,1425,2011,16,11
1047,1427,1433,2011,16,11
1048,1427,1350,2011,16,12
1049,1427,1287,2011,16,13
1050,1427,1389,2011,16,14
1051,1427,1103,2011,16,15
1052,1427,1131,2011,16,16
1053,1181,1361,2011,1,2
1054,1181,1163,2011,1,3
1055,1181,1400,2011,1,4
1056,1181,1112,2011,1,5
1057,1181,1153,2011,1,6
1058,1181,1396,2011,1,7
1059,1181,1276,2011,1,8
1060,1181,1397,2011,1,9
1061,1181,1336,2011,1,10
1062,1181,1281,2011,1,11
1063,1181,1272,2011,1,12
1064,1181,1324,2011,1,13
1065,1181,1137,2011,1,14
1066,1181,1294,2011,1,15
1067,1181,1214,2011,1,16
1068,1181,1338,2011,1,1
1069,1181,1196,2011,1,2
1070,1181,1140,2011,1,3
1071,1181,1458,2011,1,4
1072,1181,1243,2011,1,5
1073,1181,1385,2011,1,6
1074,1181,1417,2011,1,7
1075,1181,1139,2011,1,8
1076,1181,1330,2011,1,9
1077,1181,1277,2011,1,10
1078,1181,1211,2011,1,11
1079,1181,1429,2011,1,12
1080,1181,1125,2011,1,13
1081,1181,1459,2011,1,14
1082,1181,1364,2011,1,15
1083,1181,1114,2011,1,16
1084,1181,1421,2011,1,16
1085,1181,1242,2011,1,1
1086,1181,1323,2011,1,2
1087,1181,1345,2011,1,3
1088,1181,1257,2011,1,4
1089,1181,1435,2011,1,5
1090,1181,1207,2011,1,6
1091,1181,1401,2011,1,7
1092,1181,1424,2011,1,8
1093,1181,1228,2011,1,9
1094,1181,1199,2011,1,10
1095,1181,1425,2011,1,11
1096,1181,1433,2011,1,11
1097,1181,1350,2011,1,12
1098,1181,1287,2011,1,13
1099,1181,1389,2011,1,14
1100,1181,1103,2011,1,15
1101,1181,1131,2011,1,16
1102,1361,1163,2011,2,3
1103,1361,1400,2011,2,4
1104,1361,1112,2011,2,5
1105,1361,1153,2011,2,6
1106,1361,1396,2011,2,7
1107,1361,1276,2011,2,8
1108,1361,1397,2011,2,9
1109,1361,1336,2011,2,10
1110,1361,1281,2011,2,11
1111,1361,1272,2011,2,12
1112,1361,1324,2011,2,13
1113,1361,1137,2011,2,14
1114,1361,1294,2011,2,15
1115,1361,1214,2011,2,16
1116,1361,1338,2011,2,1
1117,1361,1196,2011,2,2
1118,1361,1140,2011,2,3
1119,1361,1458,2011,2,4
1120,1361,1243,2011,2,5
1121,1361,1385,2011,2,6
1122,1361,1417,2011,2,7
1123,1361,1139,2011,2,8
1124,1361,1330,2011,2,9
1125,1361,1277,2011,2,10
1126,1361,1211,2011,2,11
1127,1361,1429,2011,2,12
1128,1361,1125,2011,2,13
1129,1361,1459,2011,2,14
1130,1361,1364,2011,2,15
1131,1361,1114,2011,2,16
1132,1361,1421,2011,2,16
1133,1361,1242,2011,2,1
1134,1361,1323,2011,2,2
1135,1361,1345,2011,2,3
1136,1361,1257,2011,2,4
1137,1361,1435,2011,2,5
1138,1361,1207,2011,2,6
1139,1361,1401,2011,2,7
1140,1361,1424,2011,2,8
1141,1361,1228,2011,2,9
1142,1361,1199,2011,2,10
1143,1361,1425,2011,2,11
1144,1361,1433,2011,2,11
1145,1361,1350,2011,2,12
1146,1361,1287,2011,2,13
1147,1361,1389,2011,2,14
1148,1361,1103,2011,2,15
1149,1361,1131,2011,2,16
1150,1163,1400,2011,3,4
1151,1163,1112,2011,3,5
1152,1163,1153,2011,3,6
1153,1163,1396,2011,3,7
1154,1163,1276,2011,3,8
1155,1163,1397,2011,3,9
1156,1163,1336,2011,3,10
1157,1163,1281,2011,3,11
1158,1163,1272,2011,3,12
1159,1163,1324,2011,3,13
1160,1163,1137,2011,3,14
1161,1163,1294,2011,3,15
1162,1163,1214,2011,3,16
1163,1163,1338,2011,3,1
1164,1163,1196,2011,3,2
1165,1163,1140,2011,3,3
1166,1163,1458,2011,3,4
1167,1163,1243,2011,3,5
1168,1163,1385,2011,3,6
1169,1163,1417,2011,3,7
1170,1163,1139,2011,3,8
1171,1163,1330,2011,3,9
1172,1163,1277,2011,3,10
1173,1163,1211,2011,3,11
1174,1163,1429,2011,3,12
1175,1163,1125,2011,3,13
1176,1163,1459,2011,3,14
1177,1163,1364,2011,3,15
1178,1163,1114,2011,3,16
1179,1163,1421,2011,3,16
1180,1163,1242,2011,3,1
1181,1163,1323,2011,3,2
1182,1163,1345,2011,3,3
1183,1163,1257,2011,3,4
1184,1163,1435,2011,3,5
1185,1163,1207,2011,3,6
1186,1163,1401,2011,3,7
1187,1163,1424,2011,3,8
1188,1163,1228,2011,3,9
1189,1163,1199,2011,3,10
1190,1163,1425,2011,3,11
1191,1163,1433,2011,3,11
1192,1163,1350,2011,3,12
1193,1163,1287,2011,3,13
1194,1163,1389,2011,3,14
1195,1163,1103,2011,3,15
1196,1163,1131,2011,3,16
1197,1400,1112,2011,4,5
1198,1400,1153,2011,4,6
1199,1400,1396,2011,4,7
1200,1400,1276,2011,4,8
1201,1400,1397,2011,4,9
1202,1400,1336,2011,4,10
1203,1400,1281,2011,4,11
1204,1400,1272,2011,4,12
1205,1400,1324,2011,4,13
1206,1400,1137,2011,4,14
1207,1400,1294,2011,4,15
1208,1400,1214,2011,4,16
1209,1400,1338,2011,4,1
1210,1400,1196,2011,4,2
1211,1400,1140,2011,4,3
1212,1400,1458,2011,4,4
1213,1400,1243,2011,4,5
1214,1400,1385,2011,4,6
1215,1400,1417,2011,4,7
1216,1400,1139,2011,4,8
1217,1400,1330,2011,4,9
1218,1400,1277,2011,4,10
1219,1400,1211,2011,4,11
1220,1400,1429,2011,4,12
1221,1400,1125,2011,4,13
1222,1400,1459,2011,4,14
1223,1400,1364,2011,4,15
1224,1400,1114,2011,4,16
1225,1400,1421,2011,4,16
1226,1400,1242,2011,4,1
1227,1400,1323,2011,4,2
1228,1400,1345,2011,4,3
1229,1400,1257,2011,4,4
1230,1400,1435,2011,4,5
1231,1400,1207,2011,4,6
1232,1400,1401,2011,4,7
1233,1400,1424,2011,4,8
1234,1400,1228,2011,4,9
1235,1400,1199,2011,4,10
1236,1400,1425,2011,4,11
1237,1400,1433,2011,4,11
1238,1400,1350,2011,4,12
1239,1400,1287,2011,4,13
1240,1400,1389,2011,4,14
1241,1400,1103,2011,4,15
1242,1400,1131,2011,4,16
1243,1112,1153,2011,5,6
1244,1112,1396,2011,5,7
1245,1112,1276,2011,5,8
1246,1112,1397,2011,5,9
1247,1112,1336,2011,5,10
1248,1112,1281,2011,5,11
1249,1112,1272,2011,5,12
1250,1112,1324,2011,5,13
1251,1112,1137,2011,5,14
1252,1112,1294,2011,5,15
1253,1112,1214,2011,5,16
1254,1112,1338,2011,5,1
1255,1112,1196,2011,5,2
1256,1112,1140,2011,5,3
1257,1112,1458,2011,5,4
1258,1112,1243,2011,5,5
1259,1112,1385,2011,5,6
1260,1112,1417,2011,5,7
1261,1112,1139,2011,5,8
1262,1112,1330,2011,5,9
1263,1112,1277,2011,5,10
1264,1112,1211,2011,5,11
1265,1112,1429,2011,5,12
1266,1112,1125,2011,5,13
1267,1112,1459,2011,5,14
1268,1112,1364,2011,5,15
1269,1112,1114,2011,5,16
1270,1112,1421,2011,5,16
1271,1112,1242,2011,5,1
1272,1112,1323,2011,5,2
1273,1112,1345,2011,5,3
1274,1112,1257,2011,5,4
1275,1112,1435,2011,5,5
1276,1112,1207,2011,5,6
1277,1112,1401,2011,5,7
1278,1112,1424,2011,5,8
1279,1112,1228,2011,5,9
1280,1112,1199,2011,5,10
1281,1112,1425,2011,5,11
1282,1112,1433,2011,5,11
1283,1112,1350,2011,5,12
1284,1112,1287,2011,5,13
1285,1112,1389,2011,5,14
1286,1112,1103,2011,5,15
1287,1112,1131,2011,5,16
1288,1153,1396,2011,6,7
1289,1153,1276,2011,6,8
1290,1153,1397,2011,6,9
1291,1153,1336,2011,6,10
1292,1153,1281,2011,6,11
1293,1153,1272,2011,6,12
1294,1153,1324,2011,6,13
1295,1153,1137,2011,6,14
1296,1153,1294,2011,6,15
1297,1153,1214,2011,6,16
1298,1153,1338,2011,6,1
1299,1153,1196,2011,6,2
1300,1153,1140,2011,6,3
1301,1153,1458,2011,6,4
1302,1153,1243,2011,6,5
1303,1153,1385,2011,6,6
1304,1153,1417,2011,6,7
1305,1153,1139,2011,6,8
1306,1153,1330,2011,6,9
1307,1153,1277,2011,6,10
1308,1153,1211,2011,6,11
1309,1153,1429,2011,6,12
1310,1153,1125,2011,6,13
1311,1153,1459,2011,6,14
1312,1153,1364,2011,6,15
1313,1153,1114,2011,6,16
1314,1153,1421,2011,6,16
1315,1153,1242,2011,6,1
1316,1153,1323,2011,6,2
1317,1153,1345,2011,6,3
1318,1153,1257,2011,6,4
1319,1153,1435,2011,6,5
1320,1153,1207,2011,6,6
1321,1153,1401,2011,6,7
1322,1153,1424,2011,6,8
1323,1153,1228,2011,6,9
1324,1153,1199,2011,6,10
1325,1153,1425,2011,6,11
1326,1153,1433,2011,6,11
1327,1153,1350,2011,6,12
1328,1153,1287,2011,6,13
1329,1153,1389,2011,6,14
1330,1153,1103,2011,6,15
1331,1153,1131,2011,6,16
1332,1396,1276,2011,7,8
1333,1396,1397,2011,7,9
1334,1396,1336,2011,7,10
1335,1396,1281,2011,7,11
1336,1396,1272,2011,7,12
1337,1396,1324,2011,7,13
1338,1396,1137,2011,7,14
1339,1396,1294,2011,7,15
1340,1396,1214,2011,7,16
1341,1396,1338,2011,7,1
1342,1396,1196,2011,7,2
1343,1396,1140,2011,7,3
1344,1396,1458,2011,7,4
1345,1396,1243,2011,7,5
1346,1396,1385,2011,7,6
1347,1396,1417,2011,7,7
1348,1396,1139,2011,7,8
1349,1396,1330,2011,7,9
1350,1396,1277,2011,7,10
1351,1396,1211,2011,7,11
1352,1396,1429,2011,7,12
1353,1396,1125,2011,7,13
1354,1396,1459,2011,7,14
1355,1396,1364,2011,7,15
1356,1396,1114,2011,7,16
1357,1396,1421,2011,7,16
1358,1396,1242,2011,7,1
1359,1396,1323,2011,7,2
1360,1396,1345,2011,7,3
1361,1396,1257,2011,7,4
1362,1396,1435,2011,7,5
1363,1396,1207,2011,7,6
1364,1396,1401,2011,7,7
1365,1396,1424,2011,7,8
1366,1396,1228,2011,7,9
1367,1396,1199,2011,7,10
1368,1396,1425,2011,7,11
1369,1396,1433,2011,7,11
1370,1396,1350,2011,7,12
1371,1396,1287,2011,7,13
1372,1396,1389,2011,7,14
1373,1396,1103,2011,7,15
1374,1396,1131,2011,7,16
1375,1276,1397,2011,8,9
1376,1276,1336,2011,8,10
1377,1276,1281,2011,8,11
1378,1276,1272,2011,8,12
1379,1276,1324,2011,8,13
1380,1276,1137,2011,8,14
1381,1276,1294,2011,8,15
1382,1276,1214,2011,8,16
1383,1276,1338,2011,8,1
1384,1276,1196,2011,8,2
1385,1276,1140,2011,8,3
1386,1276,1458,2011,8,4
1387,1276,1243,2011,8,5
1388,1276,1385,2011,8,6
1389,1276,1417,2011,8,7
1390,1276,1139,2011,8,8
1391,1276,1330,2011,8,9
1392,1276,1277,2011,8,10
1393,1276,1211,2011,8,11
1394,1276,1429,2011,8,12
1395,1276,1125,2011,8,13
1396,1276,1459,2011,8,14
1397,1276,1364,2011,8,15
1398,1276,1114,2011,8,16
1399,1276,1421,2011,8,16
1400,1276,1242,2011,8,1
1401,1276,1323,2011,8,2
1402,1276,1345,2011,8,3
1403,1276,1257,2011,8,4
1404,1276,1435,2011,8,5
1405,1276,1207,2011,8,6
1406,1276,1401,2011,8,7
1407,1276,1424,2011,8,8
1408,1276,1228,2011,8,9
1409,1276,1199,2011,8,10
1410,1276,1425,2011,8,11
1411,1276,1433,2011,8,11
1412,1276,1350,2011,8,12
1413,1276,1287,2011,8,13
1414,1276,1389,2011,8,14
1415,1276,1103,2011,8,15
1416,1276,1131,2011,8,16
1417,1397,1336,2011,9,10
1418,1397,1281,2011,9,11
1419,1397,1272,2011,9,12
1420,1397,1324,2011,9,13
1421,1397,1137,2011,9,14
1422,1397,1294,2011,9,15
1423,1397,1214,2011,9,16
1424,1397,1338,2011,9,1
1425,1397,1196,2011,9,2
1426,1397,1140,2011,9,3
1427,1397,1458,2011,9,4
1428,1397,1243,2011,9,5
1429,1397,1385,2011,9,6
1430,1397,1417,2011,9,7
1431,1397,1139,2011,9,8
1432,1397,1330,2011,9,9
1433,1397,1277,2011,9,10
1434,1397,1211,2011,9,11
1435,1397,1429,2011,9,12
1436,1397,1125,2011,9,13
1437,1397,1459,2011,9,14
1438,1397,1364,2011,9,15
1439,1397,1114,2011,9,16
1440,1397,1421,2011,9,16
1441,1397,1242,2011,9,1
1442,1397,1323,2011,9,2
1443,1397,1345,2011,9,3
1444,1397,1257,2011,9,4
1445,1397,1435,2011,9,5
1446,1397,1207,2011,9,6
1447,1397,1401,2011,9,7
1448,1397,1424,2011,9,8
1449,1397,1228,2011,9,9
1450,1397,1199,2011,9,10
1451,1397,1425,2011,9,11
1452,1397,1433,2011,9,11
1453,1397,1350,2011,9,12
1454,1397,1287,2011,9,13
1455,1397,1389,2011,9,14
1456,1397,1103,2011,9,15
1457,1397,1131,2011,9,16
1458,1336,1281,2011,10,11
1459,1336,1272,2011,10,12
1460,1336,1324,2011,10,13
1461,1336,1137,2011,10,14
1462,1336,1294,2011,10,15
1463,1336,1214,2011,10,16
1464,1336,1338,2011,10,1
1465,1336,1196,2011,10,2
1466,1336,1140,2011,10,3
1467,1336,1458,2011,10,4
1468,1336,1243,2011,10,5
1469,1336,1385,2011,10,6
1470,1336,1417,2011,10,7
1471,1336,1139,2011,10,8
1472,1336,1330,2011,10,9
1473,1336,1277,2011,10,10
1474,1336,1211,2011,10,11
1475,1336,1429,2011,10,12
1476,1336,1125,2011,10,13
1477,1336,1459,2011,10,14
1478,1336,1364,2011,10,15
1479,1336,1114,2011,10,16
1480,1336,1421,2011,10,16
1481,1336,1242,2011,10,1
1482,1336,1323,2011,10,2
1483,1336,1345,2011,10,3
1484,1336,1257,2011,10,4
1485,1336,1435,2011,10,5
1486,1336,1207,2011,10,6
1487,1336,1401,2011,10,7
1488,1336,1424,2011,10,8
1489,1336,1228,2011,10,9
1490,1336,1199,2011,10,10
1491,1336,1425,2011,10,11
1492,1336,1433,2011,10,11
1493,1336,1350,2011,10,12
1494,1336,1287,2011,10,13
1495,1336,1389,2011,10,14
1496,1336,1103,2011,10,15
1497,1336,1131,2011,10,16
1498,1281,1272,2011,11,12
1499,1281,1324,2011,11,13
1500,1281,1137,2011,11,14
1501,1281,1294,2011,11,15
1502,1281,1214,2011,11,16
1503,1281,1338,2011,11,1
1504,1281,1196,2011,11,2
1505,1281,1140,2011,11,3
1506,1281,1458,2011,11,4
1507,1281,1243,2011,11,5
1508,1281,1385,2011,11,6
1509,1281,1417,2011,11,7
1510,1281,1139,2011,11,8
1511,1281,1330,2011,11,9
1512,1281,1277,2011,11,10
1513,1281,1211,2011,11,11
1514,1281,1429,2011,11,12
1515,1281,1125,2011,11,13
1516,1281,1459,2011,11,14
1517,1281,1364,2011,11,15
1518,1281,1114,2011,11,16
1519,1281,1421,2011,11,16
1520,1281,1242,2011,11,1
1521,1281,1323,2011,11,2
1522,1281,1345,2011,11,3
1523,1281,1257,2011,11,4
1524,1281,1435,2011,11,5
1525,1281,1207,2011,11,6
1526,1281,1401,2011,11,7
1527,1281,1424,2011,11,8
1528,1281,1228,2011,11,9
1529,1281,1199,2011,11,10
1530,1281,1425,2011,11,11
1531,1281,1433,2011,11,11
1532,1281,1350,2011,11,12
1533,1281,1287,2011,11,13
1534,1281,1389,2011,11,14
1535,1281,1103,2011,11,15
1536,1281,1131,2011,11,16
1537,1272,1324,2011,12,13
1538,1272,1137,2011,12,14
1539,1272,1294,2011,12,15
1540,1272,1214,2011,12,16
1541,1272,1338,2011,12,1
1542,1272,1196,2011,12,2
1543,1272,1140,2011,12,3
1544,1272,1458,2011,12,4
1545,1272,1243,2011,12,5
1546,1272,1385,2011,12,6
1547,1272,1417,2011,12,7
1548,1272,1139,2011,12,8
1549,1272,1330,2011,12,9
1550,1272,1277,2011,12,10
1551,1272,1211,2011,12,11
1552,1272,1429,2011,12,12
1553,1272,1125,2011,12,13
1554,1272,1459,2011,12,14
1555,1272,1364,2011,12,15
1556,1272,1114,2011,12,16
1557,1272,1421,2011,12,16
1558,1272,1242,2011,12,1
1559,1272,1323,2011,12,2
1560,1272,1345,2011,12,3
1561,1272,1257,2011,12,4
1562,1272,1435,2011,12,5
1563,1272,1207,2011,12,6
1564,1272,1401,2011,12,7
1565,1272,1424,2011,12,8
1566,1272,1228,2011,12,9
1567,1272,1199,2011,12,10
1568,1272,1425,2011,12,11
1569,1272,1433,2011,12,11
1570,1272,1350,2011,12,12
1571,1272,1287,2011,12,13
1572,1272,1389,2011,12,14
1573,1272,1103,2011,12,15
1574,1272,1131,2011,12,16
1575,1324,1137,2011,13,14
1576,1324,1294,2011,13,15
1577,1324,1214,2011,13,16
1578,1324,1338,2011,13,1
1579,1324,1196,2011,13,2
1580,1324,1140,2011,13,3
1581,1324,1458,2011,13,4
1582,1324,1243,2011,13,5
1583,1324,1385,2011,13,6
1584,1324,1417,2011,13,7
1585,1324,1139,2011,13,8
1586,1324,1330,2011,13,9
1587,1324,1277,2011,13,10
1588,1324,1211,2011,13,11
1589,1324,1429,2011,13,12
1590,1324,1125,2011,13,13
1591,1324,1459,2011,13,14
1592,1324,1364,2011,13,15
1593,1324,1114,2011,13,16
1594,1324,1421,2011,13,16
1595,1324,1242,2011,13,1
1596,1324,1323,2011,13,2
1597,1324,1345,2011,13,3
1598,1324,1257,2011,13,4
1599,1324,1435,2011,13,5
1600,1324,1207,2011,13,6
1601,1324,1401,2011,13,7
1602,1324,1424,2011,13,8
1603,1324,1228,2011,13,9
1604,1324,1199,2011,13,10
1605,1324,1425,2011,13,11
1606,1324,1433,2011,13,11
1607,1324,1350,2011,13,12
1608,1324,1287,2011,13,13
1609,1324,1389,2011,13,14
1610,1324,1103,2011,13,15
1611,1324,1131,2011,13,16
1612,1137,1294,2011,14,15
1613,1137,1214,2011,14,16
1614,1137,1338,2011,14,1
1615,1137,1196,2011,14,2
1616,1137,1140,2011,14,3
1617,1137,1458,2011,14,4
1618,1137,1243,2011,14,5
1619,1137,1385,2011,14,6
1620,1137,1417,2011,14,7
1621,1137,1139,2011,14,8
1622,1137,1330,2011,14,9
1623,1137,1277,2011,14,10
1624,1137,1211,2011,14,11
1625,1137,1429,2011,14,12
1626,1137,1125,2011,14,13
1627,1137,1459,2011,14,14
1628,1137,1364,2011,14,15
1629,1137,1114,2011,14,16
1630,1137,1421,2011,14,16
1631,1137,1242,2011,14,1
1632,1137,1323,2011,14,2
1633,1137,1345,2011,14,3
1634,1137,1257,2011,14,4
1635,1137,1435,2011,14,5
1636,1137,1207,2011,14,6
1637,1137,1401,2011,14,7
1638,1137,1424,2011,14,8
1639,1137,1228,2011,14,9
1640,1137,1199,2011,14,10
1641,1137,1425,2011,14,11
1642,1137,1433,2011,14,11
1643,1137,1350,2011,14,12
1644,1137,1287,2011,14,13
1645,1137,1389,2011,14,14
1646,1137,1103,2011,14,15
1647,1137,1131,2011,14,16
1648,1294,1214,2011,15,16
1649,1294,1338,2011,15,1
1650,1294,1196,2011,15,2
1651,1294,1140,2011,15,3
1652,1294,1458,2011,15,4
1653,1294,1243,2011,15,5
1654,1294,1385,2011,15,6
1655,1294,1417,2011,15,7
1656,1294,1139,2011,15,8
1657,1294,1330,2011,15,9
1658,1294,1277,2011,15,10
1659,1294,1211,2011,15,11
1660,1294,1429,2011,15,12
1661,1294,1125,2011,15,13
1662,1294,1459,2011,15,14
1663,1294,1364,2011,15,15
1664,1294,1114,2011,15,16
1665,1294,1421,2011,15,16
1666,1294,1242,2011,15,1
1667,1294,1323,2011,15,2
1668,1294,1345,2011,15,3
1669,1294,1257,2011,15,4
1670,1294,1435,2011,15,5
1671,1294,1207,2011,15,6
1672,1294,1401,2011,15,7
1673,1294,1424,2011,15,8
1674,1294,1228,2011,15,9
1675,1294,1199,2011,15,10
1676,1294,1425,2011,15,11
1677,1294,1433,2011,15,11
1678,1294,1350,2011,15,12
1679,1294,1287,2011,15,13
1680,1294,1389,2011,15,14
1681,1294,1103,2011,15,15
1682,1294,1131,2011,15,16
1683,1214,1338,2011,16,1
1684,1214,1196,2011,16,2
1685,1214,1140,2011,16,3
1686,1214,1458,2011,16,4
1687,1214,1243,2011,16,5
1688,1214,1385,2011,16,6
1689,1214,1417,2011,16,7
1690,1214,1139,2011,16,8
1691,1214,1330,2011,16,9
1692,1214,1277,2011,16,10
1693,1214,1211,2011,16,11
1694,1214,1429,2011,16,12
1695,1214,1125,2011,16,13
1696,1214,1459,2011,16,14
1697,1214,1364,2011,16,15
1698,1214,1114,2011,16,16
1699,1214,1421,2011,16,16
1700,1214,1242,2011,16,1
1701,1214,1323,2011,16,2
1702,1214,1345,2011,16,3
1703,1214,1257,2011,16,4
1704,1214,1435,2011,16,5
1705,1214,1207,2011,16,6
1706,1214,1401,2011,16,7
1707,1214,1424,2011,16,8
1708,1214,1228,2011,16,9
1709,1214,1199,2011,16,10
1710,1214,1425,2011,16,11
1711,1214,1433,2011,16,11
1712,1214,1350,2011,16,12
1713,1214,1287,2011,16,13
1714,1214,1389,2011,16,14
1715,1214,1103,2011,16,15
1716,1214,1131,2011,16,16
1717,1338,1196,2011,1,2
1718,1338,1140,2011,1,3
1719,1338,1458,2011,1,4
1720,1338,1243,2011,1,5
1721,1338,1385,2011,1,6
1722,1338,1417,2011,1,7
1723,1338,1139,2011,1,8
1724,1338,1330,2011,1,9
1725,1338,1277,2011,1,10
1726,1338,1211,2011,1,11
1727,1338,1429,2011,1,12
1728,1338,1125,2011,1,13
1729,1338,1459,2011,1,14
1730,1338,1364,2011,1,15
1731,1338,1114,2011,1,16
1732,1338,1421,2011,1,16
1733,1338,1242,2011,1,1
1734,1338,1323,2011,1,2
1735,1338,1345,2011,1,3
1736,1338,1257,2011,1,4
1737,1338,1435,2011,1,5
1738,1338,1207,2011,1,6
1739,1338,1401,2011,1,7
1740,1338,1424,2011,1,8
1741,1338,1228,2011,1,9
1742,1338,1199,2011,1,10
1743,1338,1425,2011,1,11
1744,1338,1433,2011,1,11
1745,1338,1350,2011,1,12
1746,1338,1287,2011,1,13
1747,1338,1389,2011,1,14
1748,1338,1103,2011,1,15
1749,1338,1131,2011,1,16
1750,1196,1140,2011,2,3
1751,1196,1458,2011,2,4
1752,1196,1243,2011,2,5
1753,1196,1385,2011,2,6
1754,1196,1417,2011,2,7
1755,1196,1139,2011,2,8
1756,1196,1330,2011,2,9
1757,1196,1277,2011,2,10
1758,1196,1211,2011,2,11
1759,1196,1429,2011,2,12
1760,1196,1125,2011,2,13
1761,1196,1459,2011,2,14
1762,1196,1364,2011,2,15
1763,1196,1114,2011,2,16
1764,1196,1421,2011,2,16
1765,1196,1242,2011,2,1
1766,1196,1323,2011,2,2
1767,1196,1345,2011,2,3
1768,1196,1257,2011,2,4
1769,1196,1435,2011,2,5
1770,1196,1207,2011,2,6
1771,1196,1401,2011,2,7
1772,1196,1424,2011,2,8
1773,1196,1228,2011,2,9
1774,1196,1199,2011,2,10
1775,1196,1425,2011,2,11
1776,1196,1433,2011,2,11
1777,1196,1350,2011,2,12
1778,1196,1287,2011,2,13
1779,1196,1389,2011,2,14
1780,1196,1103,2011,2,15
1781,1196,1131,2011,2,16
1782,1140,1458,2011,3,4
1783,1140,1243,2011,3,5
1784,1140,1385,2011,3,6
1785,1140,1417,2011,3,7
1786,1140,1139,2011,3,8
1787,1140,1330,2011,3,9
1788,1140,1277,2011,3,10
1789,1140,1211,2011,3,11
1790,1140,1429,2011,3,12
1791,1140,1125,2011,3,13
1792,1140,1459,2011,3,14
1793,1140,1364,2011,3,15
1794,1140,1114,2011,3,16
1795,1140,1421,2011,3,16
1796,1140,1242,2011,3,1
1797,1140,1323,2011,3,2
1798,1140,1345,2011,3,3
1799,1140,1257,2011,3,4
1800,1140,1435,2011,3,5
1801,1140,1207,2011,3,6
1802,1140,1401,2011,3,7
1803,1140,1424,2011,3,8
1804,1140,1228,2011,3,9
1805,1140,1199,2011,3,10
1806,1140,1425,2011,3,11
1807,1140,1433,2011,3,11
